ISIN,date,face_value,security_group,industry,instrument,market_lot,name_of_company,paid_up_value,security_code,security_id,security_name,series,symbol,nse,bse,trading_location
INE020B08CW3,0,1000000,F , ,Debentures and Bonds,0,0,0,959489,779RECL30,REC Ltd,0,0,0,1,India
INE020B08CV5,0,1000000,F , ,Debentures and Bonds,0,0,0,959490,66RECL22,REC Ltd,0,0,0,1,India
INE414G07EQ7,0,1000000,F , ,Debentures and Bonds,0,0,0,959491,89MFL23,MUTHOOT FINANCE Ltd,0,0,0,1,India
INE647O08099,0,1000000,F , ,Debentures and Bonds,0,0,0,959492,875ABFRL23,Aditya Birla Fashion and Retail Ltd,0,0,0,1,India
INE128S07424,0,10,F , ,Debentures and Bonds,0,0,0,959493,1275FSBFL26,Five-Star Business Finance Ltd,0,0,0,1,India
INE721A07PW2,0,1000000,F , ,Debentures and Bonds,0,0,0,959494,9STFCL23,Shriram Transport Finance Co Ltd,0,0,0,1,India
INE071G08AF4,0,500000,F , ,Debentures and Bonds,0,0,0,959495,745IHFCL24,ICICI HOME FINANCE COMPANY Ltd,0,0,0,1,India
INE071G08AG2,0,500000,F , ,Debentures and Bonds,0,0,0,959496,8IHFCL30,ICICI HOME FINANCE COMPANY Ltd,0,0,0,1,India
INE582L07179,0,1000000,F , ,Debentures and Bonds,0,0,0,959497,91THDCL23,Tata Housing Development Company Ltd,0,0,0,1,India
INE582L07187,0,1000000,F , ,Debentures and Bonds,0,0,0,959498,91THDCL23A,Tata Housing Development Company Ltd,0,0,0,1,India
INE244R07959,0,100000,F , ,Debentures and Bonds,0,0,0,959499,CFSL18MAY20,Centrum Financial Services Ltd,0,0,0,1,India
INE134E08KS7,0,1000000,F , ,Debentures and Bonds,0,0,0,959500,675PFCL23,Power Finance Corporation Ltd,0,0,0,1,India
INE134E08KT5,0,1000000,F , ,Debentures and Bonds,0,0,0,959501,717PFCL25,Power Finance Corporation Ltd,0,0,0,1,India
INE134E08KU3,0,1000000,F , ,Debentures and Bonds,0,0,0,959502,779PFCL30,Power Finance Corporation Ltd,0,0,0,1,India
INE896L07710,0,1000000,F , ,Debentures and Bonds,0,0,0,959503,985ICFL23,IndoStar Capital Finance Ltd,0,0,0,1,India
INE821I07029,0,1000000,F , ,Debentures and Bonds,0,0,0,959504,955IIDL23,IRB Infrastructure Developers Ltd,0,0,0,1,India
INE242A08460,0,1000000,F , ,Debentures and Bonds,0,0,0,959505,505IOCL22,Indian Oil Corporation Ltd,0,0,0,1,India
INE252T07065,0,1000000,F , ,Debentures and Bonds,0,0,0,959506,1025XFPL23,Xander Finance Pvt Ltd,0,0,0,1,India
INE261F08CE2,0,1000000,F , ,Debentures and Bonds,0,0,0,959507,665NABARD35,National Bank for Agriculture and Rural Development,0,0,0,1,India
INE537P07547,0,1000000,F , ,Debentures and Bonds,0,0,0,959508,8IIL25,India Infradebt Ltd,0,0,0,1,India
INE0AXE07052,0,711800,F , ,Debentures and Bonds,0,0,0,959509,RVIP25FEB20,Reddy Veeranna Investments Pvt Ltd,0,0,0,1,India
INE516Q07283,0,1000000,F , ,Debentures and Bonds,0,0,0,959510,1050AML23,Asirvad Microfinance Ltd,0,0,0,1,India
INE516Q07291,0,1000000,F , ,Debentures and Bonds,0,0,0,959511,11AML23,Asirvad Microfinance Ltd,0,0,0,1,India
INE501X07190,0,944444,F , ,Debentures and Bonds,0,0,0,959512,135AFPL23,Aye Finance Pvt Ltd,0,0,0,1,India
INE296A07RF6,0,1000000,F , ,Debentures and Bonds,0,0,0,959513,675BFL23,Bajaj Finance Ltd,0,0,0,1,India
INE514Q07155,0,1000000,F , ,Debentures and Bonds,0,0,0,959514,124320PFS23,Pahal Financial Services Pvt Ltd,0,0,0,1,India
INE514Q08021,0,1000000,F , ,Debentures and Bonds,0,0,0,959515,165PFSPL25,Pahal Financial Services Pvt Ltd,0,0,0,1,India
INE031A08806,0,1000000,F , ,Debentures and Bonds,0,0,0,959516,675HUDCO30,Housing &Urban Development Corporation Ltd,0,0,0,1,India
INE081A08306,0,1000000,F , ,Debentures and Bonds,0,0,0,959517,TSL3JUN20,TATA STEEL Ltd,0,0,0,1,India
INE752P07039,0,1000000,F , ,Debentures and Bonds,0,0,0,959518,995FRL23,Future Retail Ltd,0,0,0,1,India
INE235P07AA9,0,1000000,F , ,Debentures and Bonds,0,0,0,959519,84LTIDFL23A,L&T Infra Debt Fund Ltd,0,0,0,1,India
INE155A07284,0,1000000,F , ,Debentures and Bonds,0,0,0,959520,88TML23,Tata Motors Ltd,0,0,0,1,India
INE414G07ER5,0,1000000,F , ,Debentures and Bonds,0,0,0,959521,905MFL23,MUTHOOT FINANCE Ltd,0,0,0,1,India
INE03W107017,0,1000000,F , ,Debentures and Bonds,0,0,0,959522,9878AFL23,ARKA FINCAP Ltd,0,0,0,1,India
INE192U07046,0,100000,F , ,Debentures and Bonds,0,0,0,959523,1075KFIL23,Kogta Financial (India) Ltd,0,0,0,1,India
INE124N07374,0,1000000,F , ,Debentures and Bonds,0,0,0,959524,1125EKFL23,Ess Kay Fincorp Ltd,0,0,0,1,India
INE917M07142,0,1000000,F , ,Debentures and Bonds,0,0,0,959525,875DBL23,Dilip Buildcon Ltd,0,0,0,1,India
INE423A07203,0,1000000,F , ,Debentures and Bonds,0,0,0,959526,895AEP23,Adani Enterprises Ltd,0,0,0,1,India
INE742F07486,0,1000000,F , ,Debentures and Bonds,0,0,0,959527,725APSEZL23,Adani Ports and Special Economic Zone Ltd,0,0,0,1,India
INE404K07012,0,1000000,F , ,Debentures and Bonds,0,0,0,959528,105SPCPL23,Shapoorji Pallonji And Company Pvt Ltd,0,0,0,1,India
INE625G07010,0,1000000,F , ,Debentures and Bonds,0,0,0,959529,885WEL23,Welspun Enterprises Ltd,0,0,0,1,India
INE413U07103,0,100000,F , ,Debentures and Bonds,0,0,0,959530,115SML23,Samasta Microfinance Ltd,0,0,0,1,India
INE549K07634,0,1000000,F , ,Debentures and Bonds,0,0,0,959531,925MFL23B,MUTHOOT FINCORP Ltd,0,0,0,1,India
INE549K07642,0,1000000,F , ,Debentures and Bonds,0,0,0,959532,975MFL23B,MUTHOOT FINCORP Ltd,0,0,0,1,India
INE407I07076,0,100000,F , ,Debentures and Bonds,0,0,0,959533,RAR29MAY20,Reliance Asset Reconstruction Company Ltd,0,0,0,1,India
INE756I07DE5,0,1000000,F , ,Debentures and Bonds,0,0,0,959534,72871HDB23,HDB FINANCIAL SERVICES Ltd,0,0,0,1,India
INE756I07DD7,0,1000000,F , ,Debentures and Bonds,0,0,0,959535,72834HDB23,HDB FINANCIAL SERVICES Ltd,0,0,0,1,India
INE128S07432,0,1000000,F , ,Debentures and Bonds,0,0,0,959536,105FSBFL23,Five-Star Business Finance Ltd,0,0,0,1,India
INE020B08CX1,0,1000000,F , ,Debentures and Bonds,0,0,0,959537,796REC30,REC Ltd,0,0,0,1,India
INE894V07011,0,1000000,F , ,Debentures and Bonds,0,0,0,959538,95BEL23,Badve Engineering Ltd,0,0,0,1,India
INE894V07029,0,1000000,F , ,Debentures and Bonds,0,0,0,959539,95BEL23A,Badve Engineering Ltd,0,0,0,1,India
INE894V07037,0,1000000,F , ,Debentures and Bonds,0,0,0,959540,95BEL23B,Badve Engineering Ltd,0,0,0,1,India
INE522D07BJ5,0,1000000,F , ,Debentures and Bonds,0,0,0,959541,91MFL23,Manappuram Finance Ltd,0,0,0,1,India
INE537P07554,0,1000000,F , ,Debentures and Bonds,0,0,0,959542,8IIL25A,India Infradebt Ltd,0,0,0,1,India
INE03W107025,0,1000000,F , ,Debentures and Bonds,0,0,0,959543,9876AFL23,ARKA FINCAP Ltd,0,0,0,1,India
INE583D07026,0,1000000,F , ,Debentures and Bonds,0,0,0,959544,10UCL23,UGRO CAPITAL Ltd,0,0,0,1,India
INE094O08144,0,1000000,F , ,Debentures and Bonds,0,0,0,959545,79DFSIPL22,Daimler Financial Services India Pvt Ltd,0,0,0,1,India
INE891K07531,0,1000000,F , ,Debentures and Bonds,0,0,0,959546,745AFL23,Axis Finance Ltd,0,0,0,1,India
INE825A07076,0,1000000,F , ,Debentures and Bonds,0,0,0,959547,683VTL23,Vardhman Textiles Limted,0,0,0,1,India
INE019A08025,0,1000000,F , ,Debentures and Bonds,0,0,0,959548,85JSL21,JSW Steel Ltd,0,0,0,1,India
INE001A07SN2,0,1000000,F , ,Debentures and Bonds,0,0,0,959549,622HDFC21,Housing Development Finance CorpLt,0,0,0,1,India
INE071G08AH0,0,500000,F , ,Debentures and Bonds,0,0,0,959550,802IHFCL30,ICICI HOME FINANCE COMPANY Ltd,0,0,0,1,India
INE804IA7261,0,1000000,F , ,Debentures and Bonds,0,0,0,959551,975EFL23,ECL Finance Ltd,0,0,0,1,India
INE636F07266,0,1000000,F , ,Debentures and Bonds,0,0,0,959552,755NEEPCO28,NORTH EASTERN ELECTRIC POWER CORPORATION LTD,0,0,0,1,India
INE403G07079,0,1000000,F , ,Debentures and Bonds,0,0,0,959553,765SCIL23,STANDARD CHARTERED INVESTMENTS AND LOANS (INDIA) Ltd,0,0,0,1,India
INE459T07108,0,1000000,F , ,Debentures and Bonds,0,0,0,959555,925VHFCL23,Vastu Housing Finance Corporation Ltd,0,0,0,1,India
INE124N07382,0,1000000,F , ,Debentures and Bonds,0,0,0,959556,1125EKFL23A,Ess Kay Fincorp Ltd,0,0,0,1,India
INE774D07TP1,0,1000000,F , ,Debentures and Bonds,0,0,0,959557,MMFSL5JUN20,Mahindra & Mahindra Financial Services Ltd,0,0,0,1,India
INE804IA7279,0,1000000,F , ,Debentures and Bonds,0,0,0,959558,975EFL23A,ECL Finance Ltd,0,0,0,1,India
INE515Q07285,0,1000000,F , ,Debentures and Bonds,0,0,0,959559,115AFPL23,ANNAPURNA FINANCE Pvt Ltd,0,0,0,1,India
INE625G07028,0,1000000,F , ,Debentures and Bonds,0,0,0,959560,885WEL23A,Welspun Enterprises Ltd,0,0,0,1,India
INE742F07494,0,1000000,F , ,Debentures and Bonds,0,0,0,959561,725APSEZ23,Adani Ports and Special Economic Zone Ltd,0,0,0,1,India
INE432R07224,0,1000000,F , ,Debentures and Bonds,0,0,0,959562,855SHFL23,Shriram Housing Finance Ltd,0,0,0,1,India
INE146O07375,0,1000000,F , ,Debentures and Bonds,0,0,0,959563,925HLFL23,Hinduja Leyland Finance Ltd,0,0,0,1,India
INE756I07DF2,0,1000000,F , ,Debentures and Bonds,0,0,0,959564,HDB6JUN20,HDB FINANCIAL SERVICES Ltd,0,0,0,1,India
INE139R07258,0,1000000,F , ,Debentures and Bonds,0,0,0,959565,119FMPL23,Fusion Microfinance Pvt Ltd,0,0,0,1,India
INE053F07CD7,0,1000000,F , ,Debentures and Bonds,0,0,0,959566,69IRFC35,Indian Railway Finance Corporation,0,0,0,1,India
INE481N07014,0,1000000,F , ,Debentures and Bonds,0,0,0,959567,95HFFCIL23,Home First Finance Company India Ltd,0,0,0,1,India
INE140R07090,0,1000000,F , ,Debentures and Bonds,0,0,0,959568,118CIFCPL23,Chaitanya India Fin Credit Pvt Ltd,0,0,0,1,India
INE605Y07015,0,1000000,F , ,Debentures and Bonds,0,0,0,959569,11AFPL23,Auxilo Finserve Pvt Ltd,0,0,0,1,India
INE691I08537,0,1000000,F , ,Debentures and Bonds,0,0,0,959570,83LTIFCL30,L&T Infrastructure Finance Company Ltd,0,0,0,1,India
INE134E08KW9,0,1000000,F , ,Debentures and Bonds,0,0,0,959571,672PFCA23,Power Finance Corporation Ltd,0,0,0,1,India
INE134E08KV1,0,1000000,F , ,Debentures and Bonds,0,0,0,959572,775PFCB30,Power Finance Corporation Ltd,0,0,0,1,India
INE774D07TS5,0,1000000,F , ,Debentures and Bonds,0,0,0,959573,725MMFSL23,Mahindra & Mahindra Financial Services Ltd,0,0,0,1,India
INE774D07TR7,0,1000000,F , ,Debentures and Bonds,0,0,0,959574,695MMFSL22,Mahindra & Mahindra Financial Services Ltd,0,0,0,1,India
INE922K07054,0,1000000,F , ,Debentures and Bonds,0,0,0,959575,1025ISFCL23,India Shelter Finance Corporation Ltd,0,0,0,1,India
INE010A08107,0,1000000,F , ,Debentures and Bonds,0,0,0,959576,1025PJL21,PRISM JOHNSON Ltd,0,0,0,1,India
INE010A08115,0,1000000,F , ,Debentures and Bonds,0,0,0,959577,1025PJL21A,PRISM JOHNSON Ltd,0,0,0,1,India
INE911L07014,0,1000000,F , ,Debentures and Bonds,0,0,0,959578,115MFIL23,Mahaveer Finance India Ltd,0,0,0,1,India
INE941D07190,0,1000000,F , ,Debentures and Bonds,0,0,0,959579,72SPTL23,SIKKA PORTS & TERMINALS LTD,0,0,0,1,India
INE459T07116,0,1000000,F , ,Debentures and Bonds,0,0,0,959580,925VHFCL23A,Vastu Housing Finance Corporation Ltd,0,0,0,1,India
INE001A07SO0,0,1000000,F , ,Debentures and Bonds,0,0,0,959581,725HDFC30,Housing Development Finance CorpLt,0,0,0,1,India
INE047A08174,0,1000000,F , ,Debentures and Bonds,0,0,0,959582,59GIL23,Grasim Industries Ltd,0,0,0,1,India
INE034A07059,0,1000000,F , ,Debentures and Bonds,0,0,0,959583,85AL23,Arvind Ltd,0,0,0,1,India
INE651J07770,0,1000000,F , ,Debentures and Bonds,0,0,0,959584,91JMFCSL23,JM Financial Credit Solutions Ltd,0,0,0,1,India
INE443L07059,0,1000000,F , ,Debentures and Bonds,0,0,0,959585,11BML23,BELSTAR MICROFINANCE Ltd,0,0,0,1,India
INE101A08112,0,1000000,F , ,Debentures and Bonds,0,0,0,959586,619MML25,Mahindra & Mahindra Ltd,0,0,0,1,India
INE891K07549,0,1000000,F , ,Debentures and Bonds,0,0,0,959587,7AFL23,Axis Finance Ltd,0,0,0,1,India
INE148I07JV6,0,1000000,F , ,Debentures and Bonds,0,0,0,959588,9IHFL21B,INDIABULLS HOUSING FINANCE Ltd,0,0,0,1,India
INE180C07098,0,1000000,F , ,Debentures and Bonds,0,0,0,959589,9CGCL23,Capri Global Capital Ltd,0,0,0,1,India
INE459T07124,0,1000000,F , ,Debentures and Bonds,0,0,0,959590,965VHFCL23,Vastu Housing Finance Corporation Ltd,0,0,0,1,India
INE660C07750,0,100000,F , ,Debentures and Bonds,0,0,0,959591,CCL5JUN20,Centrum Capital Ltd,0,0,0,1,India
INE03W107033,0,1000000,F , ,Debentures and Bonds,0,0,0,959592,988AFL23,ARKA FINCAP Ltd,0,0,0,1,India
INE443L07067,0,1000000,F , ,Debentures and Bonds,0,0,0,959593,11BML23A,BELSTAR MICROFINANCE Ltd,0,0,0,1,India
INE891K07556,0,1000000,F , ,Debentures and Bonds,0,0,0,959594,725AFL23,Axis Finance Ltd,0,0,0,1,India
INE219X07082,0,1000000,F , ,Debentures and Bonds,0,0,0,959595,81IGT22,India Grid Trust,0,0,0,1,India
INE219X07090,0,1000000,F , ,Debentures and Bonds,0,0,0,959596,84IGT23,India Grid Trust,0,0,0,1,India
INE414G07ES3,0,1000000,F , ,Debentures and Bonds,0,0,0,959597,MFL12JUN20,MUTHOOT FINANCE Ltd,0,0,0,1,India
INE821I07045,0,1000000,F , ,Debentures and Bonds,0,0,0,959598,955IIDL25,IRB Infrastructure Developers Ltd,0,0,0,1,India
INE04VS07149,0,1000000,F , ,Debentures and Bonds,0,0,0,959599,1207OFSPL21,Oxyzo Financial Services Pvt Ltd,0,0,0,1,India
INE756I07DG0,0,1000000,F , ,Debentures and Bonds,0,0,0,959600,66835HFSL23,HDB FINANCIAL SERVICES Ltd,0,0,0,1,India
INE481N07022,0,1000000,F , ,Debentures and Bonds,0,0,0,959601,95HFFCI23,Home First Finance Company India Ltd,0,0,0,1,India
INE128S07440,0,1000000,F , ,Debentures and Bonds,0,0,0,959602,11FSBFL23,Five-Star Business Finance Ltd,0,0,0,1,India
INE808K07139,0,1000000,F , ,Debentures and Bonds,0,0,0,959603,11AFSL23,AROHAN FINANCIAL SERVICES LTD,0,0,0,1,India
INE139R07266,0,1000000,F , ,Debentures and Bonds,0,0,0,959604,114FMPL23,Fusion Microfinance Pvt Ltd,0,0,0,1,India
INE516Q07309,0,1000000,F , ,Debentures and Bonds,0,0,0,959605,1125AML23,Asirvad Microfinance Ltd,0,0,0,1,India
INE515Q07293,0,1000000,F , ,Debentures and Bonds,0,0,0,959606,1275AFPL23,ANNAPURNA FINANCE Pvt Ltd,0,0,0,1,India
INE522D07BK3,0,1000000,F , ,Debentures and Bonds,0,0,0,959607,875MFL21B,Manappuram Finance Ltd,0,0,0,1,India
INE652X07118,0,1000000,F , ,Debentures and Bonds,0,0,0,959608,85MHL23,Muthoot Homefin (India) Ltd,0,0,0,1,India
INE443L07075,0,1000000,F , ,Debentures and Bonds,0,0,0,959609,1058BML23,BELSTAR MICROFINANCE Ltd,0,0,0,1,India
INE345H07013,0,1000000,F , ,Debentures and Bonds,0,0,0,959610,10CIFL23,CAPITAL INDIA FINANCE Ltd,0,0,0,1,India
INE486H07023,0,1000000,F , ,Debentures and Bonds,0,0,0,959611,76KFL23,Kribhco Fertilizers Ltd,0,0,0,1,India
INE02VP07016,0,1000000,F , ,Debentures and Bonds,0,0,0,959612,1115IHFL23,IKF Home Finance Ltd,0,0,0,1,India
INE572J07117,0,1000000,F , ,Debentures and Bonds,0,0,0,959613,1275SSFL23,Spandana Sphoorty Financial Ltd,0,0,0,1,India
INE481N07030,0,1000000,F , ,Debentures and Bonds,0,0,0,959614,85HFFCI21,Home First Finance Company India Ltd,0,0,0,1,India
INE216P07183,0,1000000,F , ,Debentures and Bonds,0,0,0,959615,66AFL21,AAVAS Financiers Ltd,0,0,0,1,India
INE658R07364,0,1000000,F , ,Debentures and Bonds,0,0,0,959616,MOH11JUN20,Motilal Oswal Home Finance Ltd,0,0,0,1,India
INE104W07054,0,1000000,F , ,Debentures and Bonds,0,0,0,959617,1310KFL23,Kanakadurga Finance Ltd,0,0,0,1,India
INE459T07132,0,1000000,F , ,Debentures and Bonds,0,0,0,959618,95VHFCL23,Vastu Housing Finance Corporation Ltd,0,0,0,1,India
INE918K07GE0,0,100000,F , ,Debentures and Bonds,0,0,0,959619,EFIL19JUN20,Edelweiss Finance & Investments Ltd,0,0,0,1,India
INE414G07ET1,0,1000000,F , ,Debentures and Bonds,0,0,0,959620,95MFL25A,MUTHOOT FINANCE Ltd,0,0,0,1,India
INE414G07EU9,0,1000000,F , ,Debentures and Bonds,0,0,0,959621,85MFL22,MUTHOOT FINANCE Ltd,0,0,0,1,India
INE911L07022,0,1000000,F , ,Debentures and Bonds,0,0,0,959622,135MFIL23,Mahaveer Finance India Ltd,0,0,0,1,India
INE0D5K15013,0,10000,F , ,Debentures and Bonds,0,0,0,959623,10STA21,Secure Trust April 2020,0,0,0,1,India
INE582L07195,0,1000000,F , ,Debentures and Bonds,0,0,0,959624,875THDCL21,Tata Housing Development Company Ltd,0,0,0,1,India
INE582L08011,0,1000000,F , ,Debentures and Bonds,0,0,0,959625,875THDCL21A,Tata Housing Development Company Ltd,0,0,0,1,India
INE549K07659,0,1000000,F , ,Debentures and Bonds,0,0,0,959626,935MFL21,MUTHOOT FINCORP Ltd,0,0,0,1,India
INE774D07TU1,0,1000000,F , ,Debentures and Bonds,0,0,0,959627,656MMFSL22,Mahindra & Mahindra Financial Services Ltd,0,0,0,1,India
INE774D07TT3,0,1000000,F , ,Debentures and Bonds,0,0,0,959628,655MMFSL22,Mahindra & Mahindra Financial Services Ltd,0,0,0,1,India
INE583D07042,0,1000000,F , ,Debentures and Bonds,0,0,0,959629,1025UCL21,UGRO CAPITAL Ltd,0,0,0,1,India
INE967Q07023,0,1000000,F , ,Debentures and Bonds,0,0,0,959630,10SHDFC23,Shubham Housing Development Finance Company,0,0,0,1,India
INE124N07390,0,500000,F , ,Debentures and Bonds,0,0,0,959631,1125EKFL23B,Ess Kay Fincorp Ltd,0,0,0,1,India
INE087P07139,0,1000000,F , ,Debentures and Bonds,0,0,0,959632,95AFSL23,Avanse Financial Services Ltd,0,0,0,1,India
INE296G07010,0,1000000,F , ,Debentures and Bonds,0,0,0,959633,1007MCSL23,Muthoot Capital Services Ltd,0,0,0,1,India
INE870W07035,0,1000000,F , ,Debentures and Bonds,0,0,0,959634,119UHFPL23,Ummeed Housing Finance Pvt Ltd,0,0,0,1,India
INE459T07140,0,1000000,F , ,Debentures and Bonds,0,0,0,959635,88VHFCL21,Vastu Housing Finance Corporation Ltd,0,0,0,1,India
INE148I07JW4,0,1000000,F , ,Debentures and Bonds,0,0,0,959636,9IHFL21Z,INDIABULLS HOUSING FINANCE Ltd,0,0,0,1,India
INE261F08CH5,0,1000000,F , ,Debentures and Bonds,0,0,0,959637,679NABARD35,National Bank for Agriculture and Rural Development,0,0,0,1,India
INE124N07408,0,1000000,F , ,Debentures and Bonds,0,0,0,959638,11EKFL23,Ess Kay Fincorp Ltd,0,0,0,1,India
INE516Q07317,0,1000000,F , ,Debentures and Bonds,0,0,0,959639,11AML23A,Asirvad Microfinance Ltd,0,0,0,1,India
INE860H07HB4,0,1000000,F , ,Debentures and Bonds,0,0,0,959640,67834ABF22,Aditya Birla Finance Ltd,0,0,0,1,India
INE582L07203,0,1000000,F , ,Debentures and Bonds,0,0,0,959641,9THDC22,Tata Housing Development Company Ltd,0,0,0,1,India
INE413U07111,0,1000000,F , ,Debentures and Bonds,0,0,0,959642,115SML23A,Samasta Microfinance Ltd,0,0,0,1,India
INE917M07159,0,1000000,F , ,Debentures and Bonds,0,0,0,959643,867DBL23,Dilip Buildcon Ltd,0,0,0,1,India
INE735W08038,0,1000000,F , ,Debentures and Bonds,0,0,0,959644,125USFB27,UTKARSH SMALL FINANCE BANK Ltd,0,0,0,1,India
INE177R07050,0,1000000,F , ,Debentures and Bonds,0,0,0,959645,105AFPL23,Avendus Finance Pvt Ltd,0,0,0,1,India
INE416907023,0,1000000,F , ,Debentures and Bonds,0,0,0,959646,18SEL25,Selene Estate Ltd,0,0,0,1,India
INE007N07017,0,1000000,F , ,Debentures and Bonds,0,0,0,959647,9FFSL23,Fedbank Financial Services Ltd,0,0,0,1,India
INE515Q07301,0,1000000,F , ,Debentures and Bonds,0,0,0,959648,115AFPL23A,ANNAPURNA FINANCE Pvt Ltd,0,0,0,1,India
INE124N07424,0,1000000,F , ,Debentures and Bonds,0,0,0,959649,11EKFL23A,Ess Kay Fincorp Ltd,0,0,0,1,India
INE124N07416,0,1000000,F , ,Debentures and Bonds,0,0,0,959650,11EKFL23B,Ess Kay Fincorp Ltd,0,0,0,1,India
INE575U07018,0,1000000,F , ,Debentures and Bonds,0,0,0,959651,999CHFL23,Centrum Housing Finance Ltd,0,0,0,1,India
INE516Y07154,0,1000000,F , ,Debentures and Bonds,0,0,0,959652,875PCHFL23A,Piramal Capital & Housing Finance Ltd,0,0,0,1,India
INE018E08201,0,1000000,F , ,Debentures and Bonds,0,0,0,959653,685SCPSL23,SBI CARDS AND PAYMENT SERVICES Ltd,0,0,0,1,India
INE443L07083,0,1000000,F , ,Debentures and Bonds,0,0,0,959654,11BML23B,BELSTAR MICROFINANCE Ltd,0,0,0,1,India
INE522D07BL1,0,1000000,F , ,Debentures and Bonds,0,0,0,959655,875MFL21C,Manappuram Finance Ltd,0,0,0,1,India
INE06DK07016,0,1000000,F , ,Debentures and Bonds,0,0,0,959656,105IRFPL23,Indiabulls Rural Finance Pvt Ltd,0,0,0,1,India
INE148I07JX2,0,1000000,F , ,Debentures and Bonds,0,0,0,959657,9IHFL21C,INDIABULLS HOUSING FINANCE Ltd,0,0,0,1,India
INE139R07274,0,1000000,F , ,Debentures and Bonds,0,0,0,959658,1125FMPL23,Fusion Microfinance Pvt Ltd,0,0,0,1,India
INE016P07153,0,1000000,F , ,Debentures and Bonds,0,0,0,959659,1145VFS23,Vistaar Financial Services Pvt Ltd,0,0,0,1,India
INE523H07BD7,0,1000000,F , ,Debentures and Bonds,0,0,0,959660,91JFPL23,JM FINANCIAL PRODUCTS Ltd,0,0,0,1,India
INE658R07398,0,1000000,F , ,Debentures and Bonds,0,0,0,959661,96MOHFL23,Motilal Oswal Home Finance Ltd,0,0,0,1,India
INE605Y07023,0,1000000,F , ,Debentures and Bonds,0,0,0,959662,1025AF23,Auxilo Finserve Pvt Ltd,0,0,0,1,India
INE658R07380,0,1000000,F , ,Debentures and Bonds,0,0,0,959663,95MOHFL23,Motilal Oswal Home Finance Ltd,0,0,0,1,India
INE658R07372,0,1000000,F , ,Debentures and Bonds,0,0,0,959664,979MOHFL23,Motilal Oswal Home Finance Ltd,0,0,0,1,India
INE605Y07031,0,1000000,F , ,Debentures and Bonds,0,0,0,959665,1085AF23,Auxilo Finserve Pvt Ltd,0,0,0,1,India
INE691I07EO1,0,1000000,F , ,Debentures and Bonds,0,0,0,959666,81LIF30,L&T Infrastructure Finance Company Ltd,0,0,0,1,India
INE01A207054,0,1000000,F , ,Debentures and Bonds,0,0,0,959667,92JFHL23,JM Financial Home Loans Ltd,0,0,0,1,India
INE01IG07014,0,1000000,F , ,Debentures and Bonds,0,0,0,959668,1010PAL23,Patanjali Ayurved Ltd,0,0,0,1,India
INE090W07238,0,1000000,F , ,Debentures and Bonds,0,0,0,959669,135LFL23,Lendingkart Finance Ltd,0,0,0,1,India
INE0D8F07014,0,1000000,F , ,Debentures and Bonds,0,0,0,959670,985OPG23,OPG Power Generation Pvt Ltd,0,0,0,1,India
INE00MX07013,0,1000000,F , ,Debentures and Bonds,0,0,0,959671,115SMP23,Svatantra Microfin Pvt Ltd,0,0,0,1,India
INE00MX07039,0,1000000,F , ,Debentures and Bonds,0,0,0,959672,125SMPL23,Svatantra Microfin Pvt Ltd,0,0,0,1,India
INE00MX07021,0,1000000,F , ,Debentures and Bonds,0,0,0,959673,13SMP23,Svatantra Microfin Pvt Ltd,0,0,0,1,India
INE00MX07047,0,1000000,F , ,Debentures and Bonds,0,0,0,959674,115SMPL23,Svatantra Microfin Pvt Ltd,0,0,0,1,India
INE850M07251,0,1000000,F , ,Debentures and Bonds,0,0,0,959675,1125NACL23,Northern Arc Capital Ltd,0,0,0,1,India
INE055I07099,0,1000000,F , ,Debentures and Bonds,0,0,0,959676,9MHFL23,Magma Housing Finance Ltd,0,0,0,1,India
INE870W07043,0,1000000,F , ,Debentures and Bonds,0,0,0,959677,11723UHFP23,Ummeed Housing Finance Pvt Ltd,0,0,0,1,India
INE660C07768,0,100000,F , ,Debentures and Bonds,0,0,0,959678,CC19JUN20,Centrum Capital Ltd,0,0,0,1,India
INE660C07776,0,100000,F , ,Debentures and Bonds,0,0,0,959679,CC24JUN20,Centrum Capital Ltd,0,0,0,1,India
INE01EQ07038,0,1000000,F , ,Debentures and Bonds,0,0,0,959680,95ACPL23,Adani Capital Pvt Ltd,0,0,0,1,India
INE906B07ID2,0,1000000,F , ,Debentures and Bonds,0,0,0,959681,698NHAI35,National Highways Authority Of India,0,0,0,1,India
INE039A08189,0,1000000,F , ,Debentures and Bonds,0,0,0,959682,94IFCIL23,IFCI Ltd,0,0,0,1,India
INE945W07142,0,1000000,F , ,Debentures and Bonds,0,0,0,959683,95IFSL21,INCRED FINANCIAL SERVICES Ltd,0,0,0,1,India
INE945W07134,0,1000000,F , ,Debentures and Bonds,0,0,0,959684,975IFSL23,INCRED FINANCIAL SERVICES Ltd,0,0,0,1,India
INE945W07159,0,1000000,F , ,Debentures and Bonds,0,0,0,959685,975IFSL23A,INCRED FINANCIAL SERVICES Ltd,0,0,0,1,India
INE559N07025,0,1000000,F , ,Debentures and Bonds,0,0,0,959686,1135SRG23,SRG Housing Finance Ltd,0,0,0,1,India
INE836B07444,0,1000000,F , ,Debentures and Bonds,0,0,0,959687,1125SCN23,SATIN CREDITCARE NETWORK Ltd,0,0,0,1,India
